level_0	index	TABKEY	CLASS	MANUF	MODEL	GROUP	SERIES	DEVTYPE	DESCRIPTION	CATEGORY
681	681	1194	PRG	Infor	Workbrain	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
682	682	11124	AUX	EMC	XtremIO	DISK-NAS	NAS	NAS	NETWORK ATTACHED STORAGE	
684	684	9162	PRG	Smartsheet	COLLAB-SWFTR	COLLABORATIV	ENTPRISE-APP	SYSTEM	COLLABORATIVE/INTEGRN SOFTWR	
685	685	11186	PRG	Oracle	Whse Mgmt	INVENTORY-MG	ENTPRISE-APP	APPL	INVENTORY MANAGEMENT	
686	686	1089	PRG	ADP	Payroll	HUMAN-RES	ENTPRISE-APP	APPL	ACCOUNTING	
687	687	244	PRG	Informatica	DBMS-SWFTWR	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
689	689	9225	PRG	Altova	MapForce	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
690	690	4725	PRG	Adobe	CQ	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
691	691	10596	PRG	VMware	Nicira	PAAS	CLOUD-CMPTNG	APPL	PLATFORM AS A SERVICE	
695	695	10529	PRG	Jitterbit	IAAS	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
697	697	11349	RTR	Brocade	VDX	ROUTER	ROUTER		ROUTER	
699	699	10678	RTR	Cisco	DWDM	ROUTER	ROUTER		ROUTER	
701	701	12684	PRG	Yieldex	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
702	702	637	PRG	SAP	Bus Objects	BUSINESS SOL	ENTPRISE-APP	APPL	ENTERPRISE BUSINESS SOLUTION	
703	703	172	PRG	Datawatch	MONITORNG-SW	MONITORING	ENTERPRISE-M	APPL	SECURITY INFORMATION & EVENT	
704	704	1055	PRG	HP	iManage	LEGAL-SRV	IND-SPECIFIC	APPL	LEGAL & PROFESSIONAL SERVICE	
705	705	1271	PRG	IBM	WSPrtlSrvr	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
706	706	10556	PRG	Teradici	IAAS	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
707	707	11072	PRG	MyBuys	COMM-SWFTWR	COMMERCE	ENTPRISE-APP	APPL	COMMERCE APPLICATION	
709	709	6727	PRT	Xerox	Nuvera	PRINTER	PRINTER	UNSPEC	PRINTER	
710	710	10936	PRG	Bentley	Architecture	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
711	711	41	PRG	Eloqua	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
712	712	10693	PRG	Layer7	COLLAB-SWFTR	COLLABORATIV	ENTPRISE-APP	SYSTEM	COLLABORATIVE/INTEGRN SOFTWR	
715	715	10539	PRG	SourceFire	ANTI-VIRUS	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
716	716	12550	PRG	Elekta	ElektaMOSAIQ	MEDICAL	IND-SPECIFIC	APPL	MEDICAL	
718	718	11200	PRG	RetailPro	RETIAL-SW	RETIAL	IND-SPECIFIC	APPL	RETAIL	
720	720	12624	PRG	Cisco	Cisco Codian	COLLABORATIV	ENTPRISE-APP	SYSTEM	COLLABORATIVE/INTEGRN SOFTWR	
721	721	7359	PRG	Infusoft	Infusionsoft	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
723	723	11355	PRG	Velaro	EMAIL	EMAIL	ENTPRISE-APP	APPL	EMAIL SOFTWARE	
724	724	6691	PRG	MAXON-COMP	Cinema 4D	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
726	726	919500	CPU	IBM	AS/400	AS/400	AS/400	IBM-MID	SERVER	
727	727	11374	PRG	Criteo	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
728	728	6505	PRG	BMC	Track-It	HELPDESK	ENTERPRISE-A	APPL	HELP DESK MANAGEMENT	
731	731	1270	PRG	IBM	ILOG Jrules	SERVER-MGMT	SYSTEMS-MGMT	SYSTEM	SERVER MANAGEMENT TOOLS	
733	733	10638	PRG	Oracle	ENT Mgr	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
734	734	1289	PRG	Amazon	DynamoDB	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
736	736	8483	PRG	PractceFusn	PracticeFusn	MEDICAL	IND-SPECIFIC	APPL	MEDICAL	
738	738	10812	PRG	WinMagic	ANTI-VIRUS	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
741	741	513	LSW	Cisco	CtlystSwtchs	SWITCH	SWITCH		LAN SWITCH	
742	742	4009300	PRG	IBM	TSO	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
745	745	6427	PRG	Amazon	S3	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
746	746	1245	PRG	Birst	BI-SOFTWARE	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
747	747	5029	PRG	SAP	ProdLcMgnt	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
749	749	1252	PRG	Barracuda	SpmVrsFrewll	DATA-CENTER	ENTERPRISE-M	APPL	NETWORK MANGEMENT SOFTWARE	
750	750	8603	AUX	Oracle	Exalytics	DISK-NAS	NAS	NAS	NETWORK ATTACHED STORAGE	
752	752	811	OPR	OpenSource	Linux	OS	OS		OPERATING SYSTEM	
754	754	284	PRG	Kronos	HR-SOFTWARE	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
755	755	3567	PRG	Dell	SMA	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
756	756	9213	VIP	BroadSoft	VOIP	VOICEOVERIP	VOICEOVERIP	VOICEOV	VOICE OVER INTERNET	
757	757	5250	PRG	EMC	RSANetWitnss	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
758	758	11634	PRG	Qvidian	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
760	760	7043	PRG	Bloomberg	ACCTNG-SFTWR	ACCOUNTING	ENTPRISE-APP	APPL	ACCOUNTING	
761	761	7284	VIP	Aastra	VOIP	VOICEOVERIP	VOICEOVERIP	VOICEOV	VOICE OVER INTERNET	
765	765	10748	PRG	Microsoft	BPOS	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
766	766	246	PRG	Actian	Ingres	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
768	768	90326600	PRG	IBM	TIVOLI	ENTPRISE-MGT	ENTPRISE-MGT	SYSTEM	ENTERPRISE MANAGEMENT	
769	769	19	PRG	Oracle	JD Edwards	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
770	770	11573	PRG	Bigfoot	Bigfoot CMMS	ASSET-MGMT	SYSTEMS-MGMT	SYSTEM	ASSET MANAGEMENT	
771	771	6426	PRG	Amazon	AWS	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
772	772	6483	PRG	Aspect	CALL-SWFTWR	CONTACTCENTE	ENTERPRISE-A	SYSTEM	CONTACT CENTER MANAGEMENT	
773	773	11075	PRG	Maxymiser	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
774	774	7373	PRG	Firehost	IAAS	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
775	775	11394	PRG	Microsoft	FrontBridge	EMAIL	ENTPRISE-APP	APPL	EMAIL SOFTWARE	
777	777	6512500	PRG	OTHER	EAI	EAI	WORKFLOW	APPL	ENTERPRISE APPL INTEGRATION	
778	778	11700	PRG	Nintex	SERVER-MGMT	SERVER-MGMT	SYSTEMS-MGMT	SYSTEM	SERVER MANAGEMENT TOOLS	
779	779	617	PRG	NetApp	SnapVault	DATA-CENTER	ENTERPRISE-A	APPL	DISASTER RECOVERY	
781	781	6481800	OPR	SUSE	LINUX	UNIX	UNIX		OPERATING SYSTEM	
782	782	542	AUX	EMC	Data Domain	DISK-NAS	NAS	NAS	NETWORK ATTACHED STORAGE	
784	784	5196	PRG	Blackboard	Learn	EDUCATION	IND-SPECIFIC	APPL	ACADEMIC & EDUCATION MANAGEM	
787	787	10854	PRG	Qumu	SAAS	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
791	791	5042	PRG	SAP	Visual Intel	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
795	795	10769	SMT	Kony	SMARTPHONE	SMARTPHONE	SMARTPHONE		SMARTPHONE	
796	796	5045	PRG	SAP	Data Servs	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
799	799	8557	PRG	E2open	SPPLY-CHN-SW	SUPPLY-CHAIN	ENTPRISE-APP	APPL	SUPPLY CHAIN MANAGEMENT	
801	801	90424300	OPR	HP	VMS	VMS	VMS		OPERATING SYSTEM	
802	802	8805	PRG	tracx	SOCIAL-MGT	SOCIAL-MGT	ENTERPRISE-A	SYSTEM	SOCIAL MEDIA SYSTEMS	
804	804	1033	PRG	Oracle	PROCUREMENT	PROCUREMENT	ENTPRISE-APP	APPL	PROCUREMENT	
805	805	1185	PRG	Infor	ERP	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
806	806	6380	PRG	Apple	Pages	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
807	807	11196	PRG	OpenSource	NopCommerce	COMMERCE	ENTPRISE-APP	APPL	COMMERCE APPLICATION	
808	808	1070	PRG	Microsoft	Dynamics GP	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
811	811	11035	PRG	Weebly	SAAS	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
812	812	11227	PRG	IgnitionOne	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
813	813	10629	PRG	SOASTA	DEV-TOOL	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
814	814	6011500	LSW	CISCO	SWITCH	SWITCH	SWITCH		LAN SWITCH	
815	815	11148	PRG	Corvil	NET-MGMT-SW	DATA-CENTER	ENTERPRISE-M	APPL	NETWORK MANGEMENT SOFTWARE	
816	816	4963	PRG	MaximzrSoft	SAAS-CRM	SAAS-CRM	CLOUD-CMPTNG	APPL	CRM AS A SERVICE	
817	817	11770	PRG	NAPATRACS	PUBLISHNG-SW	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
818	818	8982	PRG	Paycor	HR-SOFTWARE	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
819	819	9262	PRG	CMiC	CONST-SWFTWR	CONSTRUCTION	IND-SPECIFIC	APPL	CONSTRUCTION	
823	823	11478	PRG	Medallia	SAAS-CRM	SAAS-CRM	CLOUD-CMPTNG	APPL	CRM AS A SERVICE	
824	824	90689800	PRG	MICROSOFT	DYNAMICS-CRM	CRM/SFA	ENTPRISE-APP	APPL	CUSTOMER/SALESFORCE MGMT	
825	825	5301	PRG	Oracle	Fatwire	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
826	826	4814	PRG	Adobe	Effects	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
827	827	10756	PRG	SAP	StrategyMgmt	ENTPRISE-MGT	ENTPRISE-MGT	SYSTEM	ENTERPRISE MANAGEMENT	
828	828	6517700	PRG	SAP	PORTAL	PORTAL-MGMT	WORKFLOW	APPL	PORTAL MANAGEMENT	
829	829	5317	PRG	McAfee	ENTSecMgr	MONITORING	ENTERPRISE-M	APPL	SECURITY INFORMATION & EVENT	
830	830	8996	PRG	Oracle	FieldServ	SERVICE&FIEL	ENTERPRISE-A	APPL	SERVICE & FIELD SUPPORT MANA	
831	831	728	PRG	VMware	vMotion	SERVER-MGMT	SYSTEMS-MGMT	SYSTEM	SERVER MANAGEMENT TOOLS	
832	832	10527	PRG	Microsoft	App-V	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
834	834	8823	PRG	SumoLogic	MONITORNG-SW	MONITORING	ENTERPRISE-M	APPL	SECURITY INFORMATION & EVENT	
835	835	9089	PRG	Oracle	IdentityMgnt	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
839	839	714	PRG	VMware	vCntrSrvr	PAAS	CLOUD-CMPTNG	APPL	PLATFORM AS A SERVICE	
840	840	11230	PRG	Mercent	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
842	842	8586	PRG	LiaisonTech	LiaisonTechs	COLLABORATIV	ENTPRISE-APP	SYSTEM	COLLABORATIVE/INTEGRN SOFTWR	
843	843	11392	PRG	ChannlAdvsr	ChannelAdvsr	MONITORING	ENTERPRISE-M	APPL	SECURITY INFORMATION & EVENT	
844	844	90923900	SMT	NOKIA	SMARTPHONE	SMARTPHONE	SMARTPHONE		SMARTPHONE	
846	846	11308	PRG	SoundCloud	COLLAB-SWFTR	COLLABORATIV	ENTPRISE-APP	SYSTEM	COLLABORATIVE/INTEGRN SOFTWR	
848	848	90798300	PRG	SSA	HUMAN-RES	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
849	849	11614	PRG	TortoiseSVN	DEV-TOOL	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
853	853	3372	PRG	IFS	ERP	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
856	856	5014	PRG	QAD	ERP	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
857	857	11604	PRG	Zabbix	MONITORNG-SW	MONITORING	ENTERPRISE-M	APPL	SECURITY INFORMATION & EVENT	
859	859	3287000	OPR	IBM	MVS	MVS	MVS		OPERATING SYSTEM	
860	860	5247	PRG	EMC	RSA Archer	ENTPRISE-MGT	ENTPRISE-MGT	SYSTEM	ENTERPRISE MANAGEMENT	
861	861	23	PRG	Hyland Soft	HylandOnBase	DOC-MGMT	WORKFLOW	APPL	DOCUMENT MANAGEMENT	
862	862	4721	PRG	Adobe	Bridge	ASSET-MGMT	SYSTEMS-MGMT	SYSTEM	ASSET MANAGEMENT	
863	863	12755	PRG	Avaloq	ACCTNG-SFTWR	ACCOUNTING	ENTPRISE-APP	APPL	ACCOUNTING	
864	864	8800	PRG	Tibco	ActiveSpaces	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
866	866	10865	PRG	MEDITECH	MEDICAL-SW	MEDICAL	IND-SPECIFIC	APPL	MEDICAL	
869	869	11631	PRG	RockwelAuto	FactoryTalk	MANUFACTURER	IND-SPECIFIC	APPL	MANUFACTURING	
870	870	4595	UCS	Cisco	Uni CommsMgr	UNIFIED-COMM	VOICEOVERIP	VOICEOV	VOICE OVER INTERNET	
871	871	6587	PRG	AppRiver	ANTI-VIRUS	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
872	872	11402	PRG	Taboola	SAAS	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
874	874	505	CPC	Xilinx Inc	Xilinx	DESKTOP	PC	PERIPHE	PERSONAL COMPUTING PERIPHERA	
875	875	10797	PRG	Workamajig	PRJCT-MGT-SW	PROJECT-MGT	ENTPRISE-APP	APPL	PROJECT MANAGEMENT SOFTWARE	
878	878	90849400	VPN	SONICWALL	VPN	VPN	VPN		VIRTUAL PRIVATE NETWORK	
879	879	8602	AUX	Oracle	BDataApplnce	DISK-NAS	NAS	NAS	NETWORK ATTACHED STORAGE	
880	880	4136500	PRG	MICROSOFT	C++	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
881	881	9251	PRG	Blackline	ACCTNG-SFTWR	ACCOUNTING	ENTPRISE-APP	APPL	ACCOUNTING	
885	885	90791300	PRG	SAP	EAI	EAI	WORKFLOW	APPL	ENTERPRISE APPL INTEGRATION	
886	886	10603	PRG	IBM	Proventia	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
887	887	90300000	PRT	XEROX	COPIER	COPIER	COPIER	COPIER	OFFICE COPIER	
890	890	11134	PRG	SilkRoad	OpenHire	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
892	892	200	PRG	Everbridge	DR-SWFTWR	DATA-CENTER	ENTERPRISE-A	APPL	DISASTER RECOVERY	
894	894	11127	PRG	RapidMiner	BI-SOFTWARE	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
895	895	4842	PRG	CNCSoft	Mastercam	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
896	896	262	PRG	IssueTrak	HR-SOFTWARE	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
897	897	90865700	PRG	MICROSOFT	DEV-TOOL	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
899	899	1015	PRG	Ooyala	SAAS	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
901	901	11723	OPR	Jetbrains	IntelliJ	OS	OS		OPERATING SYSTEM	
904	904	90429400	CPU	IBM	INTEL-SERVER	UNSPEC-SVR	INTEL-SERVER	INTEL	SERVER	
905	905	8430	PRG	Oracle	Instantis	PROJECT-MGT	ENTPRISE-APP	APPL	PROJECT MANAGEMENT SOFTWARE	
906	906	4717	PRG	NetSuite	OneWorld	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
907	907	6932	PRG	Oracle	RETIAL-SW	RETIAL	IND-SPECIFIC	APPL	RETAIL	
908	908	8981	PRG	Paychex	HR-SOFTWARE	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
909	909	7102	PRG	LexisNexis	Concordance	LEGAL-SRV	IND-SPECIFIC	APPL	LEGAL & PROFESSIONAL SERVICE	
910	910	261	PRG	EMC	Isilon	DATA-CENTER	ENTERPRISE-M	APPL	NETWORK MANGEMENT SOFTWARE	
912	912	1249	PRG	Autodesk	Maya	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
915	915	9241	PRG	OneShield	PUBLISHNG-SW	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
916	916	6980	PRG	Pplfluent	Peoplefluent	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
917	917	824	OPR	Oracle	EJB	OS	OS		OPERATING SYSTEM	
918	918	500	PRG	Invensys	Wonderware	MANUFACTURER	IND-SPECIFIC	APPL	MANUFACTURING	
920	920	10722	PRG	TyMetrix	LEGAL-SRV-SW	LEGAL-SRV	IND-SPECIFIC	APPL	LEGAL & PROFESSIONAL SERVICE	
923	923	6070800	PRG	COMPILER	OTHER	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
924	924	8454	PRG	Oracle	Endeca	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
927	927	865	PRG	HP	Asset Mgr	ASSET-MGMT	SYSTEMS-MGMT	SYSTEM	ASSET MANAGEMENT	
928	928	10589	PRG	Mimecast	EMAIL	EMAIL	ENTPRISE-APP	APPL	EMAIL SOFTWARE	
929	929	5257	AUX	IBM	XIV	DISK-NAS	NAS	NAS	NETWORK ATTACHED STORAGE	
931	931	10737	PRG	IBM	File Gateway	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
933	933	11613	PRG	Trintech	ACCTNG-SFTWR	ACCOUNTING	ENTPRISE-APP	APPL	ACCOUNTING	
935	935	163	PRG	CooprPwrSys	CYME	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
936	936	6684	AUX	Xiotech	NAS-SYSTEM	DISK-NAS	NAS	NAS	NETWORK ATTACHED STORAGE	
938	938	7170	PRG	Corel	CorelDRAW	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
939	939	10977	PRG	Bentley	FlowMaster	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
940	940	6719	PRG	Xerox	DocuShare	DOC-MGMT	WORKFLOW	APPL	DOCUMENT MANAGEMENT	
942	942	7160	PRG	Carbonite	STORAGE-MGMT	STORAGE-MGMT	STORAGE-MGMT	SYSTEM	STORAGE MANAGEMENT	
946	946	35	PRG	Microsoft	Office365	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
947	947	7041	PRG	Moxie Soft	COLLAB-SWFTR	COLLABORATIV	ENTPRISE-APP	SYSTEM	COLLABORATIVE/INTEGRN SOFTWR	
948	948	1027	PRG	Workday	HR-SOFTWARE	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
949	949	1073	PRG	Atlassian	JIRA	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
950	950	11615	PRG	Thunderhead	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
951	951	6972	PRG	Avaya	AuraCnctCntr	CONTACTCENTE	ENTERPRISE-A	SYSTEM	CONTACT CENTER MANAGEMENT	
954	954	11194	PRG	VirtueMart	COMM-SWFTWR	COMMERCE	ENTPRISE-APP	APPL	COMMERCE APPLICATION	
956	956	826	OPR	PHP	OS	OS	OS		OPERATING SYSTEM	
957	957	90949100	NET	TELUS	MPLS	MPLS	MPLS		MULTIPROTCOL LABEL SWITCHING	
958	958	698	PRG	VMware	Horizon	PAAS	CLOUD-CMPTNG	APPL	PLATFORM AS A SERVICE	
960	960	10511	PRG	Nuix	LEGAL-SRV-SW	LEGAL-SRV	IND-SPECIFIC	APPL	LEGAL & PROFESSIONAL SERVICE	
961	961	10468	PRG	Intuit	QB Online	ACCOUNTING	ENTPRISE-APP	APPL	ACCOUNTING	
962	962	10607	PRG	OpenSource	Snort	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
965	965	12476	PRG	EMC	Navisphere	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
969	969	4644	PRG	Dell	SonicWALL	DATA-CENTER	ENTERPRISE-M	APPL	NETWORK MANGEMENT SOFTWARE	
970	970	917	RTR	McAfee	IPS	ROUTER	ROUTER		ROUTER	
971	971	7189	PRG	Salesforce	Desk.com	HELPDESK	ENTERPRISE-A	APPL	HELP DESK MANAGEMENT	
974	974	6945	PRG	IBM	WrklodSchdlr	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
975	975	90763600	PRG	INFOR	ASSET-MGMT	ASSET-MGMT	SYSTEMS-MGMT	SYSTEM	ASSET MANAGEMENT	
976	976	11093	PRG	GitHub	COLLAB-SWFTR	COLLABORATIV	ENTPRISE-APP	SYSTEM	COLLABORATIVE/INTEGRN SOFTWR	
977	977	11401	PRG	Adobe	Scene7	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
978	978	852	PRG	EMC	RecoverPoint	STORAGE-MGMT	STORAGE-MGMT	SYSTEM	STORAGE MANAGEMENT	
980	980	992	PRG	Symantec	Backup Exec	STORAGE-MGMT	STORAGE-MGMT	SYSTEM	STORAGE MANAGEMENT	
981	981	529	PRG	Citrix	XenApp	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
985	985	10496	PRG	Adobe	MrktngCloud	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
986	986	7278	PRG	IBM	RatTeamCncrt	SOFT-CONFIG	APPL-MGMT	SYSTEM	SOFTWARE CONFIGURATION MGMT	
987	987	10715	PRG	PulsePoint	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
988	988	12688	PRG	Skillsoft	EDUCATION-SW	EDUCATION	IND-SPECIFIC	APPL	ACADEMIC & EDUCATION MANAGEM	
990	990	6121100	PRG	COMPILER	PHP	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
991	991	11370	PRG	Adobe	MediaOptimzr	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
992	992	4733	PRG	Adobe	FrameMaker	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
993	993	4005500	PRG	IBM	RACF	ACCESS-MGMT	SECURITY-MGT	SYSTEM	ACCESS MANAGEMENT	
994	994	90217600	CPU	DELL	POWEREDGE	POWEREDGE	POWEREDGE	INTEL	SERVER	LOW-END
995	995	90775600	PRG	COMMVAULT	STORAGE-MGMT	STORAGE-MGMT	STORAGE-MGMT	SYSTEM	STORAGE MANAGEMENT	
996	996	11294	PRG	SSC	ACCTNG-SFTWR	ACCOUNTING	ENTPRISE-APP	APPL	ACCOUNTING	
997	997	218	PRG	Fundtech	ACCTNG-SFTWR	ACCOUNTING	ENTPRISE-APP	APPL	ACCOUNTING	
998	998	1239	PRG	MozillaFndn	Bugzilla	SOFT-CONFIG	APPL-MGMT	SYSTEM	SOFTWARE CONFIGURATION MGMT	
999	999	657	PRG	SAP	High Tech	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
1000	1000	569	PRG	BMC	Remedy ITSM	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
1001	1001	7219	PRG	McKesson	MEDICAL-SW	MEDICAL	IND-SPECIFIC	APPL	MEDICAL	
1003	1003	90778100	PRG	SYNCSORT	STORAGE-MGMT	STORAGE-MGMT	STORAGE-MGMT	SYSTEM	STORAGE MANAGEMENT	
1004	1004	10513	PRG	Symantec	Clearwell	LEGAL-SRV	IND-SPECIFIC	APPL	LEGAL & PROFESSIONAL SERVICE	
1005	1005	7023	PRG	inContact	CALL-SWFTWR	CONTACTCENTE	ENTERPRISE-A	SYSTEM	CONTACT CENTER MANAGEMENT	
1007	1007	11320	PRG	Jotform	DEV-TOOL	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1008	1008	11309	PRG	NeuLion	SAAS	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
1009	1009	8461	PRG	hybris	COMM-SWFTWR	COMMERCE	ENTPRISE-APP	APPL	COMMERCE APPLICATION	
1010	1010	712	PRG	VMware	vCntrOps	PAAS	CLOUD-CMPTNG	APPL	PLATFORM AS A SERVICE	
1013	1013	525	PRG	Citrix	GoToWebinar	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
1014	1014	7336	PRG	Deltek	GovWin	COMMERCE	ENTPRISE-APP	APPL	COMMERCE APPLICATION	
1015	1015	8865	PRG	ThomsnRetrs	Eikon	ENTPRISE-MGT	ENTPRISE-MGT	SYSTEM	ENTERPRISE MANAGEMENT	
